business,title,where,when,apply,remote,requisits,requisits_compleixes,requisits_no_compleixes,numero_requisits,numero_requisits_compleixes,numero_requisits_no_compleixes
ORBIDI,Data Scientist,"Sant Cugat del Vallès, Cataluña, España",hace 4 semanas,59 solicitudes,Híbrido,"['Analítica de datos', 'Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'Ingeniería de datos', 'NumPy', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'Visualización de datos', 'Google Cloud\nAñadir']","['Analítica de datos', 'Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'Ingeniería de datos', 'NumPy', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'Visualización de datos']",['Google Cloud\nAñadir'],10.0,9.0,1.0
Vall d’Hebron Institute of Research (VHIR) - Vall d'Hebron Institut de Recerca,Data Scientist,"Barcelona, Cataluña, España",hace 2 semanas,50 solicitudes,Jornada completa,"['Ciencia de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Scikit-learn', 'Apache NiFi\nAñadir', 'Google BigQuery\nAñadir', 'Herramientas ETL\nAñadir', 'Marcado CE\nAñadir', 'SQL Server Integration Services (SSIS)\nAñadir', 'Sistema de archivos distribuido\nAñadir']","['Ciencia de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Scikit-learn']","['Apache NiFi\nAñadir', 'Google BigQuery\nAñadir', 'Herramientas ETL\nAñadir', 'Marcado CE\nAñadir', 'SQL Server Integration Services (SSIS)\nAñadir', 'Sistema de archivos distribuido\nAñadir']",10.0,4.0,6.0
FURTHER,Data Scientist,Unión Europea,hace 2 meses,Más de 100 solicitudes,En remoto,"['Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'Visualización de datos', 'Manipulación de datos\nAñadir', 'Presentaciones\nAñadir', 'Técnicas de optimización\nAñadir']","['Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'Visualización de datos']","['Manipulación de datos\nAñadir', 'Presentaciones\nAñadir', 'Técnicas de optimización\nAñadir']",10.0,7.0,3.0
Oppizi,Machine Learning Engineer,España,hace 1 mes,Más de 100 solicitudes,En remoto,"['Ciencia de datos', 'Comunicación', 'Flask', 'NumPy', 'Pandas (Software)', 'Programación', 'Reconocimiento de patrones', 'Scikit-learn', 'FastAPI\nAñadir', 'Manipulación de datos\nAñadir']","['Ciencia de datos', 'Comunicación', 'Flask', 'NumPy', 'Pandas (Software)', 'Programación', 'Reconocimiento de patrones', 'Scikit-learn']","['FastAPI\nAñadir', 'Manipulación de datos\nAñadir']",10.0,8.0,2.0
Slashmobility,Data Scientist,"Barcelona, Cataluña, España",hace 1 mes,29 solicitudes,Híbrido,"['Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'NumPy', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'SciPy', 'Scikit-learn', 'Matplotlib\nAñadir', 'Seaborn\nAñadir']","['Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'NumPy', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'SciPy', 'Scikit-learn']","['Matplotlib\nAñadir', 'Seaborn\nAñadir']",10.0,8.0,2.0
Between Technology,Machine Learning Engineer - Remote,"Barcelona, Cataluña, España",hace 1 mes,Más de 100 solicitudes,En remoto,"['Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones', 'Visión por computador', 'Buena práctica clínica\nAñadir', 'Google Cloud\nAñadir', 'Retoques fotográficos\nAñadir']","['Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones', 'Visión por computador']","['Buena práctica clínica\nAñadir', 'Google Cloud\nAñadir', 'Retoques fotográficos\nAñadir']",10.0,7.0,3.0
ToBeIT,Data Science - Mathematical Optimization Engineer,"Barcelona, Cataluña, España",hace 3 semanas,34 solicitudes,Híbrido,"['Ciencia de datos', 'Matemáticas', 'Pandas (Software)', '2G\nAñadir', 'Asistencia en tierra\nAñadir', 'CPLEX\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Gurobi\nAñadir', 'Optimización\nAñadir', 'Programación matemática\nAñadir']","['Ciencia de datos', 'Matemáticas', 'Pandas (Software)']","['2G\nAñadir', 'Asistencia en tierra\nAñadir', 'CPLEX\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Gurobi\nAñadir', 'Optimización\nAñadir', 'Programación matemática\nAñadir']",10.0,3.0,7.0
Consultia IT,Machine Learning Engineer,"Barcelona, Cataluña, España",hace 3 semanas,39 solicitudes,En remoto,"['Algoritmos de aprendizaje automático', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Ingeniería de datos', 'Keras', 'Procesamiento de lenguaje natural', 'Python', 'Visión por computador', 'Apache Spark\nAñadir']","['Algoritmos de aprendizaje automático', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Ingeniería de datos', 'Keras', 'Procesamiento de lenguaje natural', 'Python', 'Visión por computador']",['Apache Spark\nAñadir'],10.0,9.0,1.0
iTalenters,Sr Data Scientist ML,"Barcelona, Cataluña, España",hace 1 semana,24 solicitudes,Híbrido,"['Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Matemáticas', 'Procesamiento de lenguaje natural', 'Python', 'R (Lenguaje de programación)', 'Analítica\nAñadir', 'Análisis estadístico\nAñadir']","['Análisis predictivo', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Matemáticas', 'Procesamiento de lenguaje natural', 'Python', 'R (Lenguaje de programación)']","['Analítica\nAñadir', 'Análisis estadístico\nAñadir']",10.0,8.0,2.0
Abi Global Health,AI Lab - ML and Data Science freeform submission,"Barcelona, Cataluña, España",hace 6 meses,Más de 100 solicitudes,Jornada completa,"['Capacidad de análisis', 'Comunicación', 'Inglés', 'Resolución de problemas', 'AWS SageMaker\nAñadir', 'Control de calidad\nAñadir', 'Medicina de laboratorio\nAñadir', 'Microbiología\nAñadir', 'Periféricos\nAñadir', 'System Performance\nAñadir']","['Capacidad de análisis', 'Comunicación', 'Inglés', 'Resolución de problemas']","['AWS SageMaker\nAñadir', 'Control de calidad\nAñadir', 'Medicina de laboratorio\nAñadir', 'Microbiología\nAñadir', 'Periféricos\nAñadir', 'System Performance\nAñadir']",10.0,4.0,6.0
Entravision,Data Science Engineer,"Barcelona, Cataluña, España",Publicado de nuevo hace 37 minutos,56 solicitudes,Jornada completa,"['Analítica de datos', 'Análisis de datos', 'Ciencia de datos', 'Comunicación', 'Ingeniería de datos', 'Almacenamiento de datos\nAñadir', 'Analítica\nAñadir', 'Bases de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Lenguaje de consulta (query)\nAñadir']","['Analítica de datos', 'Análisis de datos', 'Ciencia de datos', 'Comunicación', 'Ingeniería de datos']","['Almacenamiento de datos\nAñadir', 'Analítica\nAñadir', 'Bases de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Lenguaje de consulta (query)\nAñadir']",10.0,5.0,5.0
Plain Concepts,Data Scientist,España,hace 2 meses,Más de 100 solicitudes,En remoto,"['Aprendizaje automático', 'Aprendizaje no supervisado', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Herramientas de control de versiones', 'Procesamiento de lenguaje natural', 'Programación orientada a objetos (POO)', 'Control de versiones\nAñadir', 'Sistemas de recomendación\nAñadir']","['Aprendizaje automático', 'Aprendizaje no supervisado', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Herramientas de control de versiones', 'Procesamiento de lenguaje natural', 'Programación orientada a objetos (POO)']","['Control de versiones\nAñadir', 'Sistemas de recomendación\nAñadir']",10.0,8.0,2.0
Barcelona Supercomputing Center,Research Engineer - AI data scientist (RE2) - AI4S,"Barcelona, Cataluña, España",hace 4 semanas,68 solicitudes,Jornada completa,"['Ciencia de datos', 'Ciencias de la computación', 'Comunicación', 'Inglés', 'Inteligencia artificial', 'Currículo\nAñadir', 'Idiomas europeos\nAñadir', 'OTM\nAñadir', 'Presentaciones\nAñadir', 'Research Proposals\nAñadir']","['Ciencia de datos', 'Ciencias de la computación', 'Comunicación', 'Inglés', 'Inteligencia artificial']","['Currículo\nAñadir', 'Idiomas europeos\nAñadir', 'OTM\nAñadir', 'Presentaciones\nAñadir', 'Research Proposals\nAñadir']",10.0,5.0,5.0
WayOps,Data Scientist (Remote),"Madrid, Comunidad de Madrid, España",hace 1 año,NA,En remoto,"['Ciencia de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Cypher Query Language\nAñadir', 'Data Architects\nAñadir', 'Gremlin Query Language\nAñadir', 'IA responsable\nAñadir', 'Neo4j\nAñadir', 'Poesía\nAñadir', 'SDKs\nAñadir']","['Ciencia de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural']","['Cypher Query Language\nAñadir', 'Data Architects\nAñadir', 'Gremlin Query Language\nAñadir', 'IA responsable\nAñadir', 'Neo4j\nAñadir', 'Poesía\nAñadir', 'SDKs\nAñadir']",10.0,3.0,7.0
serem. Consultoría empresarial,Científico de IA,"Madrid, Comunidad de Madrid, España",hace 4 días,21 solicitudes,En remoto,"['Investigación y desarrollo (I+D)', 'Aprendizaje por la acción\nAñadir', 'Control de versiones\nAñadir', 'Desarrollo de fármacos\nAñadir', 'Desarrollo sostenible\nAñadir', 'Descubrimiento de biomarcadores\nAñadir', 'Descubrimiento de fármacos\nAñadir', 'Reacción en cadena de la polimerasa\nAñadir', 'Responsabilidad social corporativa\nAñadir', 'Tutoriales\nAñadir']",['Investigación y desarrollo (I+D)'],"['Aprendizaje por la acción\nAñadir', 'Control de versiones\nAñadir', 'Desarrollo de fármacos\nAñadir', 'Desarrollo sostenible\nAñadir', 'Descubrimiento de biomarcadores\nAñadir', 'Descubrimiento de fármacos\nAñadir', 'Reacción en cadena de la polimerasa\nAñadir', 'Responsabilidad social corporativa\nAñadir', 'Tutoriales\nAñadir']",10.0,1.0,9.0
eDreams ODIGEO,Data Scientist - (Hybrid),"Barcelona, Cataluña, España",hace 1 semana,64 solicitudes,Híbrido,"['Analítica de datos', 'Análisis predictivo', 'Capacidad de análisis', 'Ciencia de datos', 'Ciencias de la computación', 'Minería de datos', 'Reconocimiento de patrones', 'Resolución de problemas', 'Analítica\nAñadir', 'Scala\nAñadir']","['Analítica de datos', 'Análisis predictivo', 'Capacidad de análisis', 'Ciencia de datos', 'Ciencias de la computación', 'Minería de datos', 'Reconocimiento de patrones', 'Resolución de problemas']","['Analítica\nAñadir', 'Scala\nAñadir']",10.0,8.0,2.0
Microsoft,Data & Applied Scientist II - Bing Shopping,"Barcelona, Cataluña, España",hace 2 semanas,96 solicitudes,Híbrido,"['Analítica de datos', 'C#', 'Ciencia de datos', 'Procesamiento de lenguaje natural', 'Python', 'SQL', 'IA generativa\nAñadir', 'Manipulación de datos\nAñadir', 'Modelado de datos\nAñadir', 'Sistemas de recomendación\nAñadir']","['Analítica de datos', 'C#', 'Ciencia de datos', 'Procesamiento de lenguaje natural', 'Python', 'SQL']","['IA generativa\nAñadir', 'Manipulación de datos\nAñadir', 'Modelado de datos\nAñadir', 'Sistemas de recomendación\nAñadir']",10.0,6.0,4.0
Appodeal,Data Scientist in Gaming,"Barcelona, Cataluña, España",hace 2 semanas,54 solicitudes,Jornada completa,"['Análisis predictivo', 'Ciencia de datos', 'Ingeniería de datos', 'Procesamiento de lenguaje natural', 'Python', 'SQL', 'Bases de datos\nAñadir', 'ClickHouse\nAñadir', 'Datasets\nAñadir', 'Prediction\nAñadir']","['Análisis predictivo', 'Ciencia de datos', 'Ingeniería de datos', 'Procesamiento de lenguaje natural', 'Python', 'SQL']","['Bases de datos\nAñadir', 'ClickHouse\nAñadir', 'Datasets\nAñadir', 'Prediction\nAñadir']",10.0,6.0,4.0
Appodeal,Analytics Engineer,"Barcelona, Cataluña, España",hace 2 semanas,Más de 100 solicitudes,En remoto,"['Ciencia de datos', 'Comunicación', 'Ingeniería de datos', 'NumPy', 'Pandas (Software)', 'Python', 'Calidad de datos\nAñadir', 'ClickHouse\nAñadir', 'Snowflake\nAñadir', 'Snowflake cloud\nAñadir']","['Ciencia de datos', 'Comunicación', 'Ingeniería de datos', 'NumPy', 'Pandas (Software)', 'Python']","['Calidad de datos\nAñadir', 'ClickHouse\nAñadir', 'Snowflake\nAñadir', 'Snowflake cloud\nAñadir']",10.0,6.0,4.0
Leonardo.Ai,AI Researcher,España,hace 1 mes,Más de 100 solicitudes,En remoto,"['Aprendizaje automático', 'Aprendizaje profundo', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones', 'Redes neuronales', 'Visión por computador', 'Optimización\nAñadir', 'Retoques fotográficos\nAñadir']","['Aprendizaje automático', 'Aprendizaje profundo', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones', 'Redes neuronales', 'Visión por computador']","['Optimización\nAñadir', 'Retoques fotográficos\nAñadir']",10.0,8.0,2.0
MVST.,ML Engineer (m/f/d),"Barcelona, Cataluña, España",hace 2 semanas,76 solicitudes,Híbrido,"['Algoritmos', 'Algoritmos de aprendizaje automático', 'Ciencia de datos', 'Comunicación', 'Habilidades sociales', 'Reconocimiento de patrones', 'Resolución de problemas', 'Atención al detalle\nAñadir', 'Bases de datos\nAñadir', 'Necesidades empresariales\nAñadir']","['Algoritmos', 'Algoritmos de aprendizaje automático', 'Ciencia de datos', 'Comunicación', 'Habilidades sociales', 'Reconocimiento de patrones', 'Resolución de problemas']","['Atención al detalle\nAñadir', 'Bases de datos\nAñadir', 'Necesidades empresariales\nAñadir']",10.0,7.0,3.0
Business Insights Spain,Python Developer (AI),"Barcelona, Cataluña, España",hace 2 semanas,35 solicitudes,En remoto,"['Django', 'Hojas de estilos en cascada (CSS)', 'JavaScript', 'MongoDB', 'Programación orientada a objetos (POO)', 'Python', 'JSON\nAñadir', 'Lado del servidor\nAñadir', 'Transferencia de Estado Representacional (REST)\nAñadir', 'XML\nAñadir']","['Django', 'Hojas de estilos en cascada (CSS)', 'JavaScript', 'MongoDB', 'Programación orientada a objetos (POO)', 'Python']","['JSON\nAñadir', 'Lado del servidor\nAñadir', 'Transferencia de Estado Representacional (REST)\nAñadir', 'XML\nAñadir']",10.0,6.0,4.0
Awin Global,Data Scientist,Unión Europea,hace 2 semanas,Más de 100 solicitudes,En remoto,"['Aprendizaje automático', 'Ciencia de datos', 'Comunicación', 'Ingeniería de datos', 'Inteligencia artificial', 'Limpieza de datos', 'R (Lenguaje de programación)', 'Resolución de problemas', 'Datasets\nAñadir', 'Modelos dimensionales\nAñadir']","['Aprendizaje automático', 'Ciencia de datos', 'Comunicación', 'Ingeniería de datos', 'Inteligencia artificial', 'Limpieza de datos', 'R (Lenguaje de programación)', 'Resolución de problemas']","['Datasets\nAñadir', 'Modelos dimensionales\nAñadir']",10.0,8.0,2.0
Innova-tsn,Analytics Solutions Architect,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 1 semana,27 solicitudes,Híbrido,"['DevOps', 'Python', 'R (Lenguaje de programación)', 'Infraestructura en la nube\nAñadir', 'MLOps\nAñadir', 'Microsoft Azure Machine Learning\nAñadir']","['DevOps', 'Python', 'R (Lenguaje de programación)']","['Infraestructura en la nube\nAñadir', 'MLOps\nAñadir', 'Microsoft Azure Machine Learning\nAñadir']",6.0,3.0,3.0
ARRK Engineering GmbH,Analyst Autonomous Driving (m/f/x),"Madrid, Comunidad de Madrid, España",hace 2 semanas,18 solicitudes,Híbrido,"['Análisis de datos', 'Comunicación', 'Ingeniería automotriz', 'Inglés', 'Cálculo\nAñadir', 'Dinámica de vehículos\nAñadir', 'Planificación del sprint\nAñadir', 'Responsabilidad personal\nAñadir', 'Simulaciones\nAñadir', 'Vehículos autónomos\nAñadir']","['Análisis de datos', 'Comunicación', 'Ingeniería automotriz', 'Inglés']","['Cálculo\nAñadir', 'Dinámica de vehículos\nAñadir', 'Planificación del sprint\nAñadir', 'Responsabilidad personal\nAñadir', 'Simulaciones\nAñadir', 'Vehículos autónomos\nAñadir']",10.0,4.0,6.0
Logicalis Spain,"Arquitecto/a Preventa IA, ML, GenIA","Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 2 semanas,50 solicitudes,Híbrido,"['Aprendizaje automático', 'Inteligencia artificial', 'MLOps\nAñadir', 'Microsoft Copilot\nAñadir']","['Aprendizaje automático', 'Inteligencia artificial']","['MLOps\nAñadir', 'Microsoft Copilot\nAñadir']",4.0,2.0,2.0
EC1 Partners,AI QA Engineer,"Madrid, Comunidad de Madrid, España",hace 3 semanas,62 solicitudes,Jornada completa,"['Inteligencia artificial', 'Java', 'Python', 'Aseguramiento de la calidad\nAñadir']","['Inteligencia artificial', 'Java', 'Python']",['Aseguramiento de la calidad\nAñadir'],4.0,3.0,1.0
SISTEPLANT,"Ingeniero de Proyectos de Implantación de Software de Sistema MES, GMAO e Inteligencia Artificial","Bilbao, País Vasco / Euskadi, España",hace 1 semana,14 solicitudes,Híbrido,"['Ingeniería', 'Ingeniería industrial', 'Inteligencia artificial', 'Soporte técnico', 'Controlador lógico programable\nAñadir', 'GMAO\nAñadir', 'Implantación de software\nAñadir', 'Industria 4.0\nAñadir', 'Manufacturing Execution System\nAñadir', 'Planificación\nAñadir', 'Planificación de recursos empresariales (ERP)\nAñadir']","['Ingeniería', 'Ingeniería industrial', 'Inteligencia artificial', 'Soporte técnico']","['Controlador lógico programable\nAñadir', 'GMAO\nAñadir', 'Implantación de software\nAñadir', 'Industria 4.0\nAñadir', 'Manufacturing Execution System\nAñadir', 'Planificación\nAñadir', 'Planificación de recursos empresariales (ERP)\nAñadir']",11.0,4.0,7.0
T-Systems Iberia,Consultor/a en visualización del dato (DataViz) (f/m),Tarragona y alrededores,hace 3 semanas,44 solicitudes,Híbrido,"['Ingeniería de datos', 'Consultoría\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Herramientas ETL\nAñadir', 'Microsoft Azure\nAñadir', 'Visualización\nAñadir']",['Ingeniería de datos'],"['Consultoría\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Herramientas ETL\nAñadir', 'Microsoft Azure\nAñadir', 'Visualización\nAñadir']",6.0,1.0,5.0
Salt,Principal Data Engineer,"Barcelona, Cataluña, España",hace 3 semanas,69 solicitudes,Híbrido,"['Python', 'SQL', 'Almacenamiento de datos\nAñadir', 'Apache Spark\nAñadir', 'Bases de datos\nAñadir', 'Google BigQuery\nAñadir', 'Google Cloud\nAñadir', 'Scala\nAñadir']","['Python', 'SQL']","['Almacenamiento de datos\nAñadir', 'Apache Spark\nAñadir', 'Bases de datos\nAñadir', 'Google BigQuery\nAñadir', 'Google Cloud\nAñadir', 'Scala\nAñadir']",8.0,2.0,6.0
